#NET=AH,STA=ANQ,MINCC=0.80,XYFILE=AH.ANQ.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
XJ|KMS|98|3.57|5.33|3.67|5.00|2012-05-29T07:00:00Z|2013-06-13T13:24:00Z
XJ|KMS|22|-2.58|5.28|-1.86|4.50|2013-06-13T16:47:00Z|2013-09-04T00:18:00Z
XJ|KMS||||||2013-09-04T00:18:00Z|NULL
#NET=XJ,STA=KMY,MINCC=0.80,XYFILE=XJ.KMY.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
XJ|KMY|46|0.97|13.41|3.95|3.66|2007-09-12T11:10:00Z|2008-09-16T11:15:00Z
XJ|KMY|1|-5.14|NA|-5.14|0.00|2009-04-21T05:26:00Z|2009-04-21T05:26:00Z
XJ|KMY|326|-1.35|4.31|-1.05|3.27|2009-05-12T01:26:00Z|2012-07-11T02:31:00Z
XJ|KMY|25|-19.55|5.96|-19.04|4.03|2012-07-25T00:27:00Z|2012-10-01T22:21:00Z
XJ|KMY|54|-1.27|5.10|-1.38|6.60|2012-10-03T13:32:00Z|2013-06-01T14:10:00Z
XJ|KMY|21|2.52|5.88|4.10|3.75|2013-06-02T05:43:00Z|2013-09-04T00:18:00Z
XJ|KMY||||||2013-09-04T00:18:00Z|NULL
#NET=XJ,STA=KOL,MINCC=0.80,XYFILE=XJ.KOL.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
XJ|KOL|361|-9.43|9.05|-9.92|6.92|2008-04-23T14:05:00Z|2012-05-20T02:03:00Z
XJ|KOL|8|4.27|16.41|4.51|23.01|2012-05-20T07:19:00Z|2012-06-04T11:18:00Z
XJ|KOL|97|-11.53|9.43|-13.18|9.01|2012-06-05T19:31:00Z|2013-09-04T00:18:00Z
XJ|KOL||||||2013-09-04T00:18:00Z|NULL
#NET=XJ,STA=KSH,MINCC=0.80,XYFILE=XJ.KSH.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
XJ|KSH|240|17.86|12.51|16.45|9.93|2008-05-02T01:33:00Z|2011-05-04T17:38:00Z
XJ|KSH|1|14.69|NA|14.69|0.00|2011-05-13T23:35:00Z|2011-05-13T23:35:00Z
XJ|KSH|96|18.51|11.21|18.15|10.12|2011-05-15T18:37:00Z|2012-10-21T01:25:00Z
XJ|KSH|16|-3.26|18.77|1.00|14.20|2012-10-28T18:54:00Z|2013-03-01T03:29:00Z
XJ|KSH|1|-1.92|NA|-1.92|0.00|2013-03-01T12:53:00Z|2013-03-01T12:53:00Z
XJ|KSH|36|5.60|11.23|5.58|12.62|2013-03-24T04:18:00Z|2013-09-04T00:18:00Z
XJ|KSH||||||2013-09-04T00:18:00Z|NULL
#NET=XJ,STA=KSZ,MINCC=0.80,XYFILE=XJ.KSZ.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
XJ|KSZ|148|10.07|7.86|10.79|4.34|2007-09-12T11:10:00Z|2010-10-08T05:43:00Z
XJ|KSZ|1|11.81|NA|11.81|0.00|2010-10-25T14:42:00Z|2010-10-25T14:42:00Z
XJ|KSZ|88|9.45|5.28|9.57|4.30|2010-11-30T03:24:00Z|2012-08-10T18:37:00Z
XJ|KSZ|50|3.50|5.51|4.06|6.02|2012-08-14T02:59:00Z|2013-09-04T00:18:00Z
XJ|KSZ||||||2013-09-04T00:18:00Z|NULL
#NET=XJ,STA=KUC,MINCC=0.80,XYFILE=XJ.KUC.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
XJ|KUC|162|-0.88|8.41|-1.21|5.86|2007-09-12T11:10:00Z|2010-02-26T08:37:00Z
XJ|KUC|6|20.21|22.37|18.57|19.72|2010-02-26T20:31:00Z|2010-03-14T08:08:00Z
XJ|KUC|38|-1.90|10.66|-1.70|4.97|2010-03-16T09:44:00Z|2010-08-04T12:58:00Z
XJ|KUC|1|19.83|NA|19.83|0.00|2010-08-04T22:01:00Z|2010-08-04T22:01:00Z
XJ|KUC|8|11.38|15.49|12.24|2.25|2010-08-13T21:19:00Z|2010-10-14T13:58:00Z
XJ|KUC|216|0.63|5.86|0.33|5.08|2010-10-25T14:42:00Z|2013-09-04T00:18:00Z
XJ|KUC||||||2013-09-04T00:18:00Z|NULL
#NET=XJ,STA=LHG,MINCC=0.80,XYFILE=XJ.LHG.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
XJ|LHG|215|11.80|11.10|12.02|11.18|2007-08-02T02:37:00Z|2010-12-13T09:18:00Z
XJ|LHG|1|24.95|NA|24.95|0.00|2010-12-15T11:29:00Z|2010-12-15T11:29:00Z
XJ|LHG|10|19.43|20.27|18.54|15.58|2010-12-21T14:07:00Z|2011-02-20T21:43:00Z
XJ|LHG|58|1.56|8.21|-0.55|5.59|2011-03-09T21:22:00Z|2011-08-04T00:16:00Z
XJ|LHG|113|7.27|10.79|8.31|13.94|2011-08-04T13:51:00Z|2013-09-04T00:18:00Z
XJ|LHG||||||2013-09-04T00:18:00Z|NULL
#NET=XJ,STA=LSG,MINCC=0.80,XYFILE=XJ.LSG.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
XJ|LSG|143|9.74|5.02|9.50|4.12|2007-08-02T02:37:00Z|2009-10-12T03:15:00Z
XJ|LSG|4|1.65|7.10|2.98|5.52|2009-10-13T05:37:00Z|2009-10-15T12:11:00Z
XJ|LSG|217|10.72|4.89|11.09|4.00|2009-10-15T18:33:00Z|2012-10-01T22:21:00Z
XJ|LSG|50|1.07|5.27|1.82|3.28|2012-10-03T13:32:00Z|2013-09-04T00:18:00Z
XJ|LSG||||||2013-09-04T00:18:00Z|NULL
#NET=XJ,STA=LTA,MINCC=0.80,XYFILE=XJ.LTA.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
XJ|LTA|3|-9.99|34.51|7.62|6.73|2008-05-29T15:46:00Z|2008-06-06T13:42:00Z
XJ|LTA|1|2.59|NA|2.59|0.00|2008-06-27T11:40:00Z|2008-06-27T11:40:00Z
XJ|LTA|85|-0.16|9.25|0.56|6.14|2008-06-28T12:54:00Z|2010-07-29T07:31:00Z
XJ|LTA|1|-5.05|NA|-5.05|0.00|2010-08-03T12:08:00Z|2010-08-03T12:08:00Z
XJ|LTA|54|4.64|6.14|4.28|4.78|2010-08-04T07:15:00Z|2011-08-04T13:51:00Z
XJ|LTA|74|0.36|6.27|1.02|5.12|2011-08-11T18:22:00Z|2013-09-04T00:18:00Z
XJ|LTA||||||2013-09-04T00:18:00Z|NULL
#NET=XJ,STA=MUL,MINCC=0.80,XYFILE=XJ.MUL.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
XJ|MUL|37|5.58|10.12|5.26|6.18|2009-08-09T10:55:00Z|2011-02-07T19:53:00Z
XJ|MUL|1|3.07|NA|3.07|0.00|2011-02-10T14:39:00Z|2011-02-10T14:39:00Z
XJ|MUL|56|10.94|6.13|11.44|4.28|2011-03-07T00:09:00Z|2011-05-19T20:15:00Z
XJ|MUL|148|5.31|6.53|6.40|6.60|2011-05-20T00:46:00Z|2013-09-04T00:18:00Z
XJ|MUL||||||2013-09-04T00:18:00Z|NULL
#NET=XJ,STA=QHE,MINCC=0.80,XYFILE=XJ.QHE.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
XJ|QHE|437|-6.59|7.64|-8.12|4.89|2007-08-02T02:37:00Z|2013-09-04T00:18:00Z
XJ|QHE||||||2013-09-04T00:18:00Z|NULL
#NET=XJ,STA=QMO,MINCC=0.80,XYFILE=XJ.QMO.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
XJ|QMO|6|3.40|23.98|8.39|17.92|2008-07-13T14:58:00Z|2008-08-27T06:46:00Z
XJ|QMO|2|-0.32|39.03|-0.32|40.92|2008-08-27T21:52:00Z|2008-08-30T06:54:00Z
XJ|QMO|373|20.10|12.20|23.66|6.02|2008-09-09T12:22:00Z|2012-04-14T19:26:00Z
XJ|QMO|24|7.11|18.71|5.30|25.89|2012-04-15T05:57:00Z|2012-06-14T20:17:00Z
XJ|QMO|123|20.53|12.95|23.28|6.73|2012-06-15T01:14:00Z|2013-09-04T00:18:00Z
XJ|QMO||||||2013-09-04T00:18:00Z|NULL
#NET=XJ,STA=RGN,MINCC=0.80,XYFILE=XJ.RGN.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
XJ|RGN|74|57.86|11.17|58.38|13.63|2007-08-02T02:37:00Z|2008-08-30T06:54:00Z
XJ|RGN|155|48.14|11.21|47.81|11.45|2008-09-09T12:22:00Z|2011-02-20T21:43:00Z
XJ|RGN|175|40.55|10.98|40.42|8.97|2011-03-07T00:09:00Z|2013-05-14T00:32:00Z
XJ|RGN|18|-6.92|12.81|-4.70|7.85|2013-05-17T06:43:00Z|2013-09-04T00:18:00Z
XJ|RGN||||||2013-09-04T00:18:00Z|NULL
#NET=XJ,STA=RUQ,MINCC=0.80,XYFILE=XJ.RUQ.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
XJ|RUQ|148|11.78|9.98|14.41|7.81|2008-07-13T14:58:00Z|2010-10-25T14:42:00Z
XJ|RUQ|4|0.04|11.24|-4.20|3.25|2010-10-25T19:37:00Z|2010-11-26T17:36:00Z
XJ|RUQ|157|15.06|7.96|16.39|4.39|2010-11-30T03:24:00Z|2012-06-03T11:14:00Z
XJ|RUQ|2|-2.23|17.31|-2.23|18.15|2012-06-04T11:18:00Z|2012-06-05T19:31:00Z
XJ|RUQ|90|10.96|8.07|11.73|6.37|2012-06-10T12:44:00Z|2013-09-04T00:18:00Z
XJ|RUQ||||||2013-09-04T00:18:00Z|NULL
#NET=XJ,STA=SCH,MINCC=0.80,XYFILE=XJ.SCH.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
XJ|SCH|215|0.74|13.44|1.05|9.55|2007-09-12T11:10:00Z|2010-12-13T01:14:00Z
XJ|SCH|1|-10.52|NA|-10.52|0.00|2010-12-18T05:06:00Z|2010-12-18T05:06:00Z
XJ|SCH|195|0.64|13.84|1.45|10.65|2010-12-21T14:07:00Z|2013-04-29T13:01:00Z
XJ|SCH|1|-29.88|NA|-29.88|0.00|2013-04-30T06:25:00Z|2013-04-30T06:25:00Z
XJ|SCH|22|-0.34|14.46|0.60|6.56|2013-05-14T00:32:00Z|2013-09-04T00:18:00Z
XJ|SCH||||||2013-09-04T00:18:00Z|NULL
#NET=XJ,STA=SHZ,MINCC=0.80,XYFILE=XJ.SHZ.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
XJ|SHZ|113|19.77|11.34|19.62|7.89|2007-08-08T17:04:00Z|2013-09-04T00:18:00Z
XJ|SHZ||||||2013-09-04T00:18:00Z|NULL
#NET=XJ,STA=SMY,MINCC=0.80,XYFILE=XJ.SMY.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
XJ|SMY|57|17.32|7.63|16.69|5.35|2007-09-12T11:10:00Z|2008-06-28T12:54:00Z
XJ|SMY|1|6.39|NA|6.39|0.00|2008-07-05T02:12:00Z|2008-07-05T02:12:00Z
XJ|SMY|7|10.10|25.98|19.72|3.63|2008-07-13T14:58:00Z|2008-08-15T10:25:00Z
XJ|SMY|1|17.47|NA|17.47|0.00|2008-09-11T00:00:00Z|2008-09-11T00:00:00Z
XJ|SMY|312|17.84|6.21|18.27|4.09|2008-09-11T00:20:00Z|2013-09-04T00:18:00Z
XJ|SMY||||||2013-09-04T00:18:00Z|NULL
#NET=XJ,STA=STZ,MINCC=0.80,XYFILE=XJ.STZ.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
XJ|STZ|162|7.90|7.64|9.30|6.75|2007-08-02T02:37:00Z|2011-03-11T15:13:00Z
XJ|STZ|24|1.50|12.20|1.50|9.68|2011-03-12T01:47:00Z|2011-05-15T18:37:00Z
XJ|STZ|1|9.16|NA|9.16|0.00|2011-05-19T20:15:00Z|2011-05-19T20:15:00Z
XJ|STZ|59|5.20|8.86|4.71|10.05|2011-05-20T00:46:00Z|2013-09-01T11:52:00Z
XJ|STZ||||||2013-09-01T11:52:00Z|NULL
#NET=XJ,STA=TAC,MINCC=0.80,XYFILE=XJ.TAC.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
XJ|TAC|287|177.43|11.80|178.07|4.02|2007-08-01T08:16:00Z|2011-01-02T15:19:00Z
XJ|TAC|177|0.04|4.65|-0.37|3.45|2011-01-05T00:57:00Z|2012-09-11T16:36:00Z
XJ|TAC|69|-2.52|4.40|-2.37|3.38|2012-09-14T04:51:00Z|2013-09-04T00:18:00Z
XJ|TAC||||||2013-09-04T00:18:00Z|NULL
#NET=XJ,STA=TAG,MINCC=0.80,XYFILE=XJ.TAG.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
XJ|TAG|170|-11.28|6.39|-10.93|6.81|2007-09-12T11:10:00Z|2009-10-13T05:37:00Z
XJ|TAG|2|-24.83|23.14|-24.83|24.26|2009-10-13T10:15:00Z|2009-10-13T11:38:00Z
XJ|TAG|310|-12.67|6.16|-12.92|6.04|2009-10-13T20:21:00Z|2013-09-04T00:18:00Z
XJ|TAG||||||2013-09-04T00:18:00Z|NULL
#NET=XJ,STA=TCH,MINCC=0.80,XYFILE=XJ.TCH.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
XJ|TCH|49|-1.19|17.88|-0.98|6.75|2007-08-02T02:37:00Z|2008-03-14T22:32:00Z
XJ|TCH|1|0.10|NA|0.10|0.00|2008-03-15T14:43:00Z|2008-03-15T14:43:00Z
XJ|TCH|296|-3.27|11.47|-1.56|8.96|2008-03-20T14:10:00Z|2011-02-20T21:43:00Z
XJ|TCH|308|-7.96|11.72|-6.21|11.82|2011-03-07T00:09:00Z|2013-09-04T00:18:00Z
XJ|TCH||||||2013-09-04T00:18:00Z|NULL
#NET=XJ,STA=WCW,MINCC=0.80,XYFILE=XJ.WCW.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
XJ|WCW|124|3.58|4.87|3.17|4.79|2007-08-15T20:22:00Z|2011-04-13T19:57:00Z
XJ|WCW|16|0.95|8.57|-0.31|3.24|2011-04-21T00:39:00Z|2011-08-22T11:23:00Z
XJ|WCW|1|12.24|NA|12.24|0.00|2011-08-22T20:12:00Z|2011-08-22T20:12:00Z
XJ|WCW|18|2.79|6.24|2.75|6.08|2011-08-30T06:57:00Z|2012-08-31T23:37:00Z
XJ|WCW|5|9.95|8.76|12.19|11.46|2012-09-03T18:23:00Z|2013-01-05T08:58:00Z
XJ|WCW|16|-1.61|3.59|-3.09|2.49|2013-02-14T13:13:00Z|2013-09-04T00:18:00Z
XJ|WCW||||||2013-09-04T00:18:00Z|NULL
#NET=XJ,STA=WMQ,MINCC=0.80,XYFILE=XJ.WMQ.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
XJ|WMQ|75|-7.17|10.33|-5.29|9.86|2008-04-23T18:28:00Z|2009-04-04T05:31:00Z
XJ|WMQ|131|-0.63|8.71|0.41|5.50|2009-04-06T01:32:00Z|2010-10-16T15:44:00Z
XJ|WMQ|1|2.05|NA|2.05|0.00|2010-10-25T14:42:00Z|2010-10-25T14:42:00Z
XJ|WMQ|256|-4.46|9.98|-3.87|9.43|2010-10-25T19:37:00Z|2013-09-02T02:51:00Z
XJ|WMQ|1|-13.09|NA|-13.09|0.00|2013-09-04T00:18:00Z|2013-09-04T00:18:00Z
XJ|WMQ||||||2013-09-04T00:18:00Z|NULL
#NET=XJ,STA=WNQ,MINCC=0.80,XYFILE=XJ.WNQ.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
XJ|WNQ|88|5.65|7.08|6.54|5.95|2007-09-12T11:10:00Z|2008-06-06T20:02:00Z
XJ|WNQ|1|4.03|NA|4.03|0.00|2008-06-08T12:25:00Z|2008-06-08T12:25:00Z
XJ|WNQ|229|4.92|5.11|5.51|5.84|2008-06-13T23:43:00Z|2011-03-12T17:19:00Z
XJ|WNQ|45|-0.63|7.06|-0.79|3.34|2011-03-12T23:24:00Z|2011-05-19T20:15:00Z
XJ|WNQ|126|3.69|5.62|3.96|6.62|2011-05-20T00:46:00Z|2012-10-16T12:41:00Z
XJ|WNQ|66|-1.47|7.78|-1.32|10.16|2012-10-17T04:42:00Z|2013-09-04T00:18:00Z
XJ|WNQ||||||2013-09-04T00:18:00Z|NULL
#NET=XJ,STA=WSC,MINCC=0.80,XYFILE=XJ.WSC.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
XJ|WSC|414|13.94|11.83|14.45|11.10|2007-08-02T02:37:00Z|2013-09-04T00:18:00Z
XJ|WSC||||||2013-09-04T00:18:00Z|NULL
#NET=XJ,STA=WSU,MINCC=0.80,XYFILE=XJ.WSU.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
XJ|WSU|301|1.30|22.75|0.52|18.64|2007-08-08T17:04:00Z|2013-09-01T11:52:00Z
XJ|WSU||||||2013-09-01T11:52:00Z|NULL
#NET=XJ,STA=WUQ,MINCC=0.80,XYFILE=XJ.WUQ.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
XJ|WUQ|126|5.04|15.25|5.38|15.94|2007-09-12T11:10:00Z|2009-02-15T09:24:00Z
XJ|WUQ|1|-56.68|NA|-56.68|0.00|2009-02-24T05:58:00Z|2009-02-24T05:58:00Z
XJ|WUQ|1|-12.35|NA|-12.35|0.00|2009-03-06T10:50:00Z|2009-03-06T10:50:00Z
XJ|WUQ|164|3.10|13.63|4.93|13.28|2009-03-16T14:15:00Z|2011-03-11T06:00:00Z
XJ|WUQ|1|-8.53|NA|-8.53|0.00|2011-03-12T17:19:00Z|2011-03-12T17:19:00Z
XJ|WUQ|199|1.48|10.04|0.25|11.34|2011-03-12T23:24:00Z|2013-09-02T04:30:00Z
XJ|WUQ||||||2013-09-02T04:30:00Z|NULL
#NET=XJ,STA=WUS,MINCC=0.80,XYFILE=XJ.WUS.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
XJ|WUS|38|-4.50|8.18|-3.49|6.03|2008-04-29T05:26:00Z|2008-08-25T02:43:00Z
XJ|WUS|1|1.55|NA|1.55|0.00|2008-08-30T06:54:00Z|2008-08-30T06:54:00Z
XJ|WUS|30|-5.51|8.03|-3.59|3.81|2008-09-09T12:22:00Z|2009-01-26T19:11:00Z
XJ|WUS|1|-4.86|NA|-4.86|0.00|2009-01-28T00:01:00Z|2009-01-28T00:01:00Z
XJ|WUS|444|-2.36|6.02|-2.21|5.03|2009-01-31T21:51:00Z|2013-09-04T00:18:00Z
XJ|WUS||||||2013-09-04T00:18:00Z|NULL
#NET=XJ,STA=XKR,MINCC=0.80,XYFILE=XJ.XKR.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
XJ|XKR|19|-1.68|5.60|-3.12|1.42|2007-08-08T17:04:00Z|2008-01-06T05:14:00Z
XJ|XKR|28|2.97|8.48|0.14|3.89|2008-01-22T17:14:00Z|2008-07-15T03:26:00Z
XJ|XKR|1|-1.31|NA|-1.31|0.00|2008-07-23T15:26:00Z|2008-07-23T15:26:00Z
XJ|XKR|169|-1.69|5.07|-1.45|4.11|2008-07-24T01:43:00Z|2012-05-19T19:05:00Z
XJ|XKR|8|7.02|11.20|2.67|8.35|2012-05-20T02:03:00Z|2012-06-17T20:32:00Z
XJ|XKR|55|-2.60|4.43|-2.19|3.59|2012-06-23T04:34:00Z|2013-09-04T00:18:00Z
XJ|XKR||||||2013-09-04T00:18:00Z|NULL
#NET=XJ,STA=XNY,MINCC=0.80,XYFILE=XJ.XNY.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
XJ|XNY|327|-0.80|5.12|-0.43|4.20|2007-09-12T11:10:00Z|2011-03-12T17:19:00Z
XJ|XNY|35|-7.45|4.97|-7.10|3.74|2011-03-12T23:24:00Z|2011-05-13T23:35:00Z
XJ|XNY|128|-1.76|6.01|-1.49|4.40|2011-05-15T18:37:00Z|2012-10-28T03:04:00Z
XJ|XNY|1|-0.09|NA|-0.09|0.00|2012-11-02T18:17:00Z|2012-11-02T18:17:00Z
XJ|XNY|54|-1.34|5.44|-0.68|3.86|2012-11-05T04:30:00Z|2013-09-02T02:51:00Z
XJ|XNY||||||2013-09-02T02:51:00Z|NULL
#NET=XJ,STA=YCH,MINCC=0.80,XYFILE=XJ.YCH.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
XJ|YCH|81|9.24|9.51|7.56|5.77|2007-08-02T02:37:00Z|2008-07-21T11:30:00Z
XJ|YCH|2|30.75|50.26|30.75|52.69|2008-07-23T15:26:00Z|2008-07-25T00:29:00Z
XJ|YCH|384|6.66|6.44|5.80|5.10|2008-08-04T04:42:00Z|2013-09-04T00:18:00Z
XJ|YCH||||||2013-09-04T00:18:00Z|NULL
#NET=XJ,STA=YJS,MINCC=0.80,XYFILE=XJ.YJS.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
XJ|YJS|296|8.88|6.02|9.01|4.21|2007-09-12T11:10:00Z|2012-05-29T07:00:00Z
XJ|YJS|3|-2.84|14.09|0.34|13.42|2012-06-04T11:18:00Z|2012-06-16T22:18:00Z
XJ|YJS|61|8.31|7.59|10.06|3.17|2012-06-17T20:32:00Z|2013-06-16T21:39:00Z
XJ|YJS|1|14.26|NA|14.26|0.00|2013-06-28T23:51:00Z|2013-06-28T23:51:00Z
XJ|YJS|9|15.88|7.59|13.26|5.40|2013-07-02T07:37:00Z|2013-09-04T00:18:00Z
XJ|YJS||||||2013-09-04T00:18:00Z|NULL
#NET=XJ,STA=YMS,MINCC=0.80,XYFILE=XJ.YMS.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
XJ|YMS|202|17.53|4.34|17.57|2.92|2008-06-23T12:32:00Z|2011-03-12T01:47:00Z
XJ|YMS|1|12.32|NA|12.32|0.00|2011-03-13T01:26:00Z|2011-03-13T01:26:00Z
XJ|YMS|64|14.74|3.58|14.73|3.19|2011-03-14T06:12:00Z|2011-07-31T23:38:00Z
XJ|YMS|104|17.37|4.73|17.02|3.37|2011-08-01T13:44:00Z|2012-09-26T23:39:00Z
XJ|YMS|71|-0.22|4.47|-0.23|3.04|2012-10-01T22:21:00Z|2013-09-01T11:52:00Z
XJ|YMS||||||2013-09-01T11:52:00Z|NULL
#NET=XJ,STA=YUT,MINCC=0.80,XYFILE=XJ.YUT.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
XJ|YUT|93|14.95|19.90|22.04|13.79|2008-06-29T20:53:00Z|2010-01-02T08:45:00Z
XJ|YUT|193|25.11|16.35|26.74|7.25|2010-01-04T11:28:00Z|2012-04-29T10:28:00Z
XJ|YUT|3|36.89|50.40|65.78|0.62|2012-05-19T19:05:00Z|2012-05-24T22:47:00Z
XJ|YUT|100|18.71|15.65|21.94|10.33|2012-05-26T21:48:00Z|2013-09-04T00:18:00Z
XJ|YUT||||||2013-09-04T00:18:00Z|NULL
#NET=XJ,STA=ZSU,MINCC=0.80,XYFILE=XJ.ZSU.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
XJ|ZSU|192|2.68|8.66|3.01|8.21|2007-08-02T02:37:00Z|2009-11-03T05:25:00Z
XJ|ZSU|6|-8.51|13.22|-9.61|9.05|2009-11-08T19:41:00Z|2009-12-10T02:30:00Z
XJ|ZSU|215|6.95|8.28|7.23|6.79|2009-12-12T18:38:00Z|2012-04-24T09:50:00Z
XJ|ZSU|20|1.16|9.65|4.00|6.93|2012-04-24T20:22:00Z|2012-07-28T20:03:00Z
XJ|ZSU|68|9.68|8.21|11.12|7.83|2012-08-14T02:59:00Z|2013-09-04T00:18:00Z
XJ|ZSU||||||2013-09-04T00:18:00Z|NULL
#NET=XZ,STA=CAD,MINCC=0.80,XYFILE=XZ.CAD.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
XZ|CAD|39|-1.56|12.65|0.07|7.13|2009-06-28T14:19:00Z|2009-11-05T07:12:00Z
XZ|CAD|1|-2.30|NA|-2.30|0.00|2009-11-08T19:41:00Z|2009-11-08T19:41:00Z
XZ|CAD|103|-1.85|8.93|-1.23|5.06|2009-11-23T18:36:00Z|2011-03-12T01:47:00Z
XZ|CAD|1|-8.85|NA|-8.85|0.00|2011-03-12T12:53:00Z|2011-03-12T12:53:00Z
XZ|CAD|210|-4.52|8.23|-3.52|5.60|2011-03-12T17:19:00Z|2013-09-02T04:30:00Z
XZ|CAD||||||2013-09-02T04:30:00Z|NULL
#NET=XZ,STA=CHY,MINCC=0.80,XYFILE=XZ.CHY.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
XZ|CHY|111|-3.19|5.32|-2.74|3.23|2007-09-12T23:49:00Z|2008-11-16T17:02:00Z
XZ|CHY|21|-36.75|23.45|-44.46|8.29|2008-11-21T07:05:00Z|2009-03-30T12:07:00Z
XZ|CHY|50|-15.83|30.23|-18.71|35.26|2009-03-30T12:11:00Z|2009-12-12T18:38:00Z
XZ|CHY|151|-3.17|11.51|-3.76|4.11|2009-12-14T08:54:00Z|2011-08-17T11:44:00Z
XZ|CHY|2|-0.10|93.46|-0.10|97.98|2011-08-19T05:36:00Z|2011-08-20T16:55:00Z
XZ|CHY|171|-4.60|11.80|-3.84|3.83|2011-08-22T11:23:00Z|2013-09-04T00:18:00Z
XZ|CHY||||||2013-09-04T00:18:00Z|NULL
#NET=XZ,STA=DXI,MINCC=0.80,XYFILE=XZ.DXI.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
XZ|DXI|71|3.89|8.44|5.84|4.70|2008-04-15T22:59:00Z|2009-04-06T01:32:00Z
XZ|DXI|1|6.58|NA|6.58|0.00|2009-04-07T04:23:00Z|2009-04-07T04:23:00Z
XZ|DXI|170|4.16|7.70|6.44|5.60|2009-04-15T17:47:00Z|2011-02-02T00:38:00Z
XZ|DXI|260|7.09|4.91|8.04|3.14|2011-02-06T11:21:00Z|2013-07-07T18:35:00Z
XZ|DXI||||||2013-07-07T18:35:00Z|NULL
#NET=XZ,STA=GZE,MINCC=0.80,XYFILE=XZ.GZE.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
XZ|GZE|149|8.15|8.29|8.78|8.91|2008-09-11T00:00:00Z|2011-01-26T15:42:00Z
